age,sex,marital,income,degree,happy,health
38.0,male,divorced,30240,less than high school,not too happy,poor
79.0,male,married,9240,high school,pretty happy,good
59.0,female,never married,45360,high school,not too happy,good
30.0,male,married,45360,associate/junior college,pretty happy,fair
25.0,male,never married,30240,bachelor's,pretty happy,good
59.0,female,divorced,18480,high school,not too happy,good
33.0,male,never married,94080,graduate,pretty happy,good
28.0,female,married,94080,high school,very happy,good
34.0,male,married,3024,high school,pretty happy,good
79.0,male,married,36960,graduate,pretty happy,good
58.0,female,married,168736,bachelor's,very happy,excellent
74.0,female,married,67200,high school,not too happy,good
24.0,female,never married,36960,bachelor's,pretty happy,excellent
65.0,male,married,7560,bachelor's,not too happy,good
51.0,male,married,55440,graduate,pretty happy,good
38.0,female,married,15960,high school,very happy,good
25.0,female,married,45360,graduate,very happy,good
65.0,female,married,18480,less than high school,pretty happy,fair
28.0,female,married,67200,graduate,pretty happy,good
32.0,female,married,45360,high school,pretty happy,good
51.0,male,married,80640,graduate,not too happy,fair
44.0,male,married,45360,bachelor's,very happy,excellent
34.0,male,married,36960,high school,pretty happy,good
70.0,male,married,30240,high school,pretty happy,good
76.0,male,married,67200,associate/junior college,pretty happy,good
71.0,male,married,67200,high school,pretty happy,excellent
54.0,female,widowed,15960,bachelor's,pretty happy,excellent
30.0,female,never married,30240,graduate,very happy,good
33.0,female,married,168736,bachelor's,pretty happy,poor
26.0,male,married,18480,high school,pretty happy,good
47.0,male,married,55440,associate/junior college,very happy,excellent
28.0,female,married,45360,graduate,pretty happy,excellent
70.0,male,married,80640,bachelor's,pretty happy,excellent
64.0,female,divorced,67200,graduate,not too happy,fair
24.0,male,never married,10920,bachelor's,pretty happy,excellent
63.0,female,married,94080,high school,pretty happy,excellent
33.0,female,divorced,12600,high school,pretty happy,good
54.0,male,married,67200,bachelor's,very happy,good
35.0,male,divorced,36960,high school,pretty happy,fair
30.0,female,never married,67200,bachelor's,pretty happy,good
41.0,female,never married,36960,bachelor's,not too happy,fair
58.0,female,divorced,67200,high school,pretty happy,good
57.0,female,widowed,55440,associate/junior college,very happy,good
56.0,female,divorced,21840,bachelor's,pretty happy,good
53.0,female,separated,25200,high school,not too happy,fair
28.0,male,never married,67200,bachelor's,not too happy,good
29.0,female,never married,14280,associate/junior college,pretty happy,good
74.0,female,married,107520,graduate,very happy,good
33.0,male,never married,10920,high school,pretty happy,good
43.0,male,married,94080,high school,pretty happy,fair
29.0,male,married,107520,graduate,pretty happy,good
60.0,male,married,107520,bachelor's,not too happy,excellent
76.0,female,married,45360,bachelor's,pretty happy,good
25.0,female,never married,,graduate,pretty happy,good
28.0,male,never married,55440,bachelor's,pretty happy,excellent
24.0,male,never married,,graduate,not too happy,good
58.0,male,married,36960,high school,pretty happy,fair
38.0,female,never married,80640,bachelor's,not too happy,fair
30.0,female,married,80640,associate/junior college,very happy,good
58.0,female,married,,high school,pretty happy,good
55.0,female,never married,6048,high school,pretty happy,good
38.0,female,never married,55440,bachelor's,not too happy,good
57.0,male,never married,10920,high school,not too happy,fair
68.0,female,married,55440,high school,pretty happy,good
34.0,male,never married,67200,graduate,very happy,excellent
70.0,male,married,80640,bachelor's,pretty happy,good
67.0,male,married,168736,graduate,pretty happy,good
75.0,male,married,25200,associate/junior college,pretty happy,good
30.0,male,never married,107520,high school,pretty happy,fair
70.0,female,divorced,18480,associate/junior college,very happy,good
29.0,female,married,45360,associate/junior college,very happy,good
44.0,female,married,55440,high school,very happy,excellent
33.0,male,never married,3696,high school,very happy,fair
39.0,female,never married,45360,graduate,not too happy,good
25.0,male,never married,45360,bachelor's,not too happy,good
61.0,female,married,67200,high school,pretty happy,excellent
65.0,female,married,55440,high school,pretty happy,good
27.0,female,never married,3696,graduate,pretty happy,excellent
69.0,female,widowed,55440,bachelor's,pretty happy,good
81.0,female,married,3024,bachelor's,pretty happy,good
53.0,female,married,168736,high school,pretty happy,good
25.0,female,divorced,,high school,very happy,excellent
28.0,female,married,80640,associate/junior college,very happy,good
71.0,male,married,67200,graduate,pretty happy,good
31.0,female,married,94080,high school,pretty happy,good
21.0,female,never married,6048,high school,not too happy,good
29.0,female,married,80640,bachelor's,pretty happy,good
68.0,female,divorced,1344,graduate,not too happy,good
48.0,male,married,107520,high school,not too happy,good
72.0,female,divorced,67200,bachelor's,not too happy,good
80.0,male,married,,graduate,not too happy,good
57.0,female,divorced,30240,high school,not too happy,good
23.0,female,never married,67200,bachelor's,not too happy,good
62.0,male,never married,18480,high school,pretty happy,fair
27.0,male,never married,36960,high school,pretty happy,excellent
20.0,female,never married,25200,high school,pretty happy,good
47.0,male,married,168736,graduate,pretty happy,good
31.0,female,never married,15960,high school,pretty happy,good
72.0,female,never married,7560,high school,pretty happy,excellent
57.0,female,widowed,36960,high school,pretty happy,good
25.0,female,never married,21840,bachelor's,pretty happy,fair
35.0,female,married,94080,high school,very happy,fair
36.0,female,never married,1344,high school,not too happy,good
41.0,female,never married,,high school,pretty happy,excellent
65.0,male,divorced,25200,high school,very happy,good
20.0,female,never married,10920,high school,very happy,excellent
80.0,female,married,94080,bachelor's,very happy,good
35.0,female,never married,7560,less than high school,not too happy,good
89.0,female,never married,25200,high school,pretty happy,poor
34.0,female,married,30240,high school,pretty happy,good
55.0,female,married,9240,high school,not too happy,poor
65.0,male,widowed,25200,bachelor's,not too happy,good
60.0,female,married,55440,associate/junior college,pretty happy,good
28.0,male,never married,336,high school,very happy,fair
82.0,female,widowed,21840,high school,pretty happy,good
59.0,male,married,168736,high school,pretty happy,excellent
86.0,female,widowed,107520,high school,pretty happy,good
36.0,male,married,36960,bachelor's,not too happy,fair
79.0,female,married,,high school,not too happy,good
65.0,male,married,80640,high school,pretty happy,good
76.0,female,divorced,7560,high school,pretty happy,poor
72.0,female,divorced,55440,bachelor's,pretty happy,poor
62.0,female,widowed,18480,high school,pretty happy,good
46.0,male,never married,30240,associate/junior college,not too happy,fair
84.0,male,widowed,36960,associate/junior college,pretty happy,poor
79.0,male,married,30240,high school,pretty happy,good
38.0,female,married,168736,bachelor's,pretty happy,fair
64.0,male,divorced,80640,high school,pretty happy,excellent
49.0,female,married,107520,bachelor's,pretty happy,good
65.0,female,widowed,3696,high school,pretty happy,good
29.0,female,never married,30240,bachelor's,not too happy,good
30.0,male,never married,,graduate,pretty happy,good
30.0,female,never married,336,high school,pretty happy,fair
50.0,female,divorced,80640,bachelor's,not too happy,good
32.0,female,never married,30240,high school,pretty happy,good
52.0,male,married,168736,bachelor's,pretty happy,good
89.0,male,married,15960,graduate,pretty happy,good
70.0,female,married,107520,high school,very happy,good
59.0,female,married,168736,bachelor's,very happy,good
46.0,male,married,168736,bachelor's,very happy,good
43.0,female,married,168736,graduate,pretty happy,fair
60.0,male,married,67200,high school,very happy,excellent
38.0,male,married,168736,high school,very happy,good
66.0,male,married,,high school,not too happy,poor
28.0,female,divorced,21840,high school,unanswered,good
20.0,female,never married,4368,high school,very happy,excellent
62.0,female,never married,9240,high school,not too happy,good
36.0,female,never married,,less than high school,not too happy,fair
49.0,female,never married,18480,less than high school,not too happy,fair
30.0,female,separated,336,high school,pretty happy,good
62.0,female,divorced,12600,less than high school,very happy,good
70.0,female,divorced,7560,less than high school,very happy,fair
73.0,female,widowed,6048,less than high school,not too happy,poor
34.0,female,never married,,less than high school,not too happy,excellent
47.0,female,never married,21840,bachelor's,not too happy,fair
47.0,female,separated,1344,high school,not too happy,good
58.0,female,divorced,45360,bachelor's,pretty happy,fair
82.0,female,divorced,10920,high school,not too happy,good
67.0,male,widowed,21840,high school,pretty happy,good
41.0,male,separated,67200,high school,pretty happy,good
32.0,female,never married,168736,bachelor's,pretty happy,fair
65.0,female,divorced,21840,less than high school,pretty happy,good
57.0,female,never married,10920,graduate,not too happy,poor
55.0,male,divorced,36960,high school,not too happy,fair
86.0,female,widowed,,less than high school,not too happy,poor
31.0,female,never married,25200,bachelor's,pretty happy,fair
62.0,female,divorced,30240,high school,very happy,excellent
23.0,female,never married,,bachelor's,unanswered,fair
22.0,female,never married,21840,high school,not too happy,fair
44.0,male,married,94080,associate/junior college,pretty happy,good
24.0,female,never married,21840,high school,pretty happy,good
37.0,male,never married,80640,graduate,pretty happy,good
79.0,male,divorced,80640,graduate,pretty happy,excellent
22.0,male,never married,10920,high school,very happy,fair
34.0,male,never married,45360,bachelor's,not too happy,fair
26.0,male,never married,80640,bachelor's,pretty happy,excellent
29.0,male,never married,30240,graduate,pretty happy,excellent
36.0,female,married,168736,bachelor's,very happy,excellent
29.0,female,never married,,high school,pretty happy,excellent
47.0,male,never married,67200,high school,not too happy,fair
58.0,female,never married,36960,bachelor's,very happy,excellent
46.0,male,never married,30240,bachelor's,not too happy,good
29.0,female,never married,67200,bachelor's,pretty happy,good
46.0,female,married,45360,high school,pretty happy,good
71.0,male,separated,,associate/junior college,very happy,good
28.0,male,married,25200,bachelor's,pretty happy,good
38.0,female,never married,,bachelor's,pretty happy,good
25.0,male,never married,36960,associate/junior college,pretty happy,good
34.0,female,never married,45360,bachelor's,pretty happy,good
26.0,female,never married,12600,associate/junior college,pretty happy,good
63.0,male,separated,45360,bachelor's,not too happy,fair
82.0,male,married,36960,bachelor's,unanswered,fair
47.0,male,never married,94080,graduate,pretty happy,good
40.0,male,married,168736,bachelor's,pretty happy,good
71.0,male,married,94080,bachelor's,pretty happy,good
